"","ID","EARNINGS","S","EXP","BYEAR","AGE","AGEMBTH","HHINC97","POVRAT97","PRMONM","PRMONF","ASVABAR","ASVABWK","ASVABPC","ASVABMK","ASVABNO","ASVABCS","ASVABC","ASVABC4","VERBAL","ASVABMV","HEIGHT","WEIGHT04","WEIGHT11","SF","SM","SFR","SMR","SIBLINGS","JOBS","HOURS","TENURE","CATSE","COLLBARG","SEX","ETHNICITY","EDUCATION","MARITALSTAT","FAITH","METSTAT97","AREA97","CENREG97","HOUSE97","MATSTYLE","PATSTYLE","CATEMP","METSTAT11","CENREG11","AREA11"
"1362",2304,33.17,19,5.884615,1980,31,19,15400,97,NA,NA,0.2901287,0.0191101,0.8795235,1.101891,-0.3082848,0.2077509,0.4059331,0.6403667,0.4788286,66667,62,134,152,10,1,10,1,1,7,40,1.846154,"No","No","Female","Non-black, non-hispanic","Professional degree","Married, spouse present","Protestant","MSA, central city","Urban","North east","Biological mother and father","Permissive","Authoritarian","Private sector","MSA, central city","North east","Urban"
"17",2050,16.92,19,5.884615,1981,30,30,NA,NA,NA,NA,0.6148881,0.546108,-0.1349667,0.527154,-0.5025662,0.1655544,0.4504557,0.4339999,0.2188602,65383,69,195,194,16,13,16,13,2,9,50,5.326923,"No","No","Male","Non-black, non-hispanic","Master's degree","Married, spouse present","Missing value","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Non-profit","MSA, not central city","North east","Urban"
"556",5209,9.5,14,5.403846,1981,30,28,46000,240,NA,NA,1.011283,0.7077455,0.9092584,0.8875986,-0.364412,0.1029058,0.999657,0.9832245,0.861919,76635,73,185,240,14,12,14,12,2,5,24,4.230769,"No","No","Male","Non-black, non-hispanic","Associate's degree","Single, never married","Protestant","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Rural"
"1771",3579,22.6,16,6.461538,1983,28,29,NA,NA,9,6,0.0040228,-0.4202612,0.1806348,0.1430132,0.4933693,0.709376,-0.0640803,-0.0265385,-0.1281793,45994,64,135,152,13,14,13,14,2,6,40,6.038462,"No","No","Female","Black","Bachelor's degree","Cohabiting","None","MSA, not central city","Urban","South","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, not central city","West","Urban"
"713",1572,17,16,5.653846,1982,29,25,NA,NA,12,10,0.4991243,0.5791066,0.4679932,0.4186067,-0.8445293,-0.243275,0.5615875,0.5491915,0.5580022,65921,70,175,180,16,13,16,13,0,7,20,0.4807692,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Other","MSA, not central city","Urban","South","Biological mother and father","Permissive","Authoritative","Private sector","MSA, central city","South","Urban"
"906",8889,20,17,4.653846,1983,28,35,83000,522,4,1,0.9843543,1.653707,1.311601,1.889049,0.4716075,0.4824697,1.355352,1.633223,1.580938,96422,63,140,150,18,17,18,17,1,10,20,2.25,"Yes","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Authoritative","Private sector","MSA, not central city","North central","Rural"
"421",6548,26,16,5.25,1984,27,30,56759,525,13,NA,1.325988,-0.3862312,0.6312774,1.260115,1.201095,2.000996,0.7956155,0.7916142,0.1302854,74328,67,140,170,14,17,NA,17,0,8,40,2.423077,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, central city","Urban","West","Biological mother only","Permissive",NA,"Private sector","MSA, not central city","South","Urban"
"2",4328,19.23,17,5.711538,1982,29,32,6000,38,12,12,0.4469109,-0.0981771,-0.3037769,-0.548233,-1.205742,-0.1743928,0.1347132,-0.141461,-0.214745,46246,74,200,200,16,12,16,12,3,NA,50,9.057693,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not known","Urban","South","Biological mother and father","Authoritative","Authoritative","Missing value","MSA, not central city","West","Unknown"
"1180",4211,12,9,12.51923,1980,31,24,13500,61,NA,NA,0.5288181,0.2831938,-2.214229,-0.0557724,-1.658998,-0.5200325,-0.2404429,-0.4086194,-1.030169,39319,67,145,165,9,12,9,NA,2,6,40,0.6153846,"No","No","Male","Hispanic","GED","Other single","Missing value","MSA, central city","Urban","South","Biological father only",NA,"Uninvolved","Private sector","MSA, central city","West","Urban"
"1066",662,18.65,13,9.846154,1980,31,25,50000,260,NA,NA,-2.439881,-1.602956,-1.111065,-2.442128,-1.731702,-1.575708,-2.087109,-2.126233,-1.447717,4067,73,200,210,12,13,12,13,2,11,40,6.230769,"No","Yes","Male","Hispanic","GED","Single, never married","Catholic","MSA, central city","Urban","North central","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, central city","North central","Urban"
"1410",5202,13.69,9,13.34615,1981,30,27,64000,507,NA,NA,0.1215256,0.027047,1.058275,-0.5107145,1.152317,1.528551,0.3645728,0.1941706,0.578385,48115,62,134,122,12,14,12,14,5,6,40,6.346154,"No","No","Female","Hispanic","GED","Married, spouse present","Catholic","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, central city","West","Urban"
"393",4722,12.68,12,9.615385,1982,29,20,42000,332,13,NA,-0.2350588,-0.3281121,0.4346313,0.2023399,-0.0403331,-0.5721022,-0.1003568,0.0200228,0.0564122,36833,66,197,170,11,14,NA,14,1,2,40,9.326923,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Urban","West","Biological mother only","Permissive",NA,"Private sector","MSA, not central city","South","Urban"
"564",3738,35,14,6.576923,1984,27,21,35000,187,15,15,0.6482807,0.4709026,1.242911,1.051269,0.4544354,0.7938413,0.8267632,0.9545357,0.9135454,85713,67,200,193,16,12,16,12,2,4,20,2.538461,"No","No","Male","Hispanic","Associate's degree","Married, spouse present","Protestant","MSA, central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","West","Rural"
"209",3328,60,16,7.269231,1980,31,32,56100,341,NA,NA,-2.243815,0.0987905,-1.520303,-0.5423727,0.2441673,-2.278245,-1.624194,-1.178073,-0.7584523,21859,75,160,188,12,12,12,12,2,11,48,0.5384616,"Yes","No","Male","Non-black, non-hispanic","Associate's degree","Single, never married","Protestant","MSA, not central city","Rural","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","South","Urban"
"891",6431,15.11,17,8.711538,1980,31,24,63500,386,NA,NA,0.3103747,-0.0252833,0.6092927,0.9873968,1.522506,0.2626074,0.3306055,0.5259516,0.3110468,70181,66,110,130,12,12,12,12,1,9,35,3.096154,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","Not in MSA","Urban","West","Biological mother and father","Authoritative","Uninvolved","Private sector","MSA, central city","South","Urban"
"852",740,13,18,1.538462,1984,27,37,97200,611,12,8,1.611563,2.022394,1.89569,1.037488,1.065413,1.174408,1.961858,1.837059,2.089033,99182,66,140,180,16,16,16,16,1,5,40,3.711539,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Urban","North central","Biological mother and father","Authoritative","Authoritative","Non-profit","MSA, not central city","North central","Urban"
"312",4000,20.75,16,8.519231,1980,31,37,44134,277,NA,NA,1.007262,0.7817656,0.3145967,0.6672371,-0.0077416,-1.11161,0.8543826,0.7747439,0.5842729,77970,63,125,165,10,9,10,9,4,2,40,8.153846,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Rural","South","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","West","Rural"
"682",8971,12.61,12,8.557693,1981,30,27,2100,17,NA,NA,-0.6435592,-1.505094,-0.0893722,-1.208281,-0.3086887,-0.1963113,-0.7922637,-0.9650117,-0.8506843,13520,69,160,165,12,14,NA,14,2,NA,40,1.923077,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","North east","Biological mother only",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"1531",5715,8,12,12.32692,1980,31,26,27015,144,NA,NA,-0.8553673,-0.6684182,-1.458028,-1.312028,-0.5494777,-1.235972,-1.054848,-1.202178,-1.134377,11622,74,325,325,10,12,10,12,3,5,24,0.3076923,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","Not in MSA","Rural","South","Biological mother and father","Permissive","Uninvolved","Government","Not in MSA","West","Rural"
"979",6128,13.32,18,3.846154,1981,30,22,159200,1001,NA,NA,0.59997,0.3491835,0.1819706,0.4932298,0.9445912,1.443461,0.475235,0.4539156,0.2828603,71103,68,150,160,12,14,12,14,2,14,70,1.75,"No","Yes","Female","Non-black, non-hispanic","Master's degree","Single, never married","Protestant","MSA, not central city","Rural","South","Biological mother, other father",NA,NA,"Government","MSA, not central city","West","Urban"
"1152",3714,18.47,12,10.65385,1983,28,21,35200,168,12,NA,1.181486,0.122704,0.2151087,1.387607,1.437203,-0.2256776,0.7416922,0.8128133,0.1797557,75923,67,215,210,13,13,12,13,3,2,40,0.5961539,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","South","Biological mother, other father","Permissive",NA,"Private sector","MSA, not central city","North central","Rural"
"1448",2359,7.75,14,6.5,1980,31,28,8000,74,NA,NA,-2.460127,-0.242697,-2.018507,-1.183752,-0.0059281,-0.9065214,-1.973808,-1.653053,-1.20624,11232,66,150,123,12,12,NA,12,7,3,30,0.4038461,"No","Yes","Female","Black","GED","Single, never married","Protestant","MSA, central city","Urban","North east","Biological mother only","Permissive",NA,"Private sector","MSA, not central city","North east","Urban"
"698",4918,9.5,14,9.730769,1981,30,21,18850,80,NA,NA,1.433252,0.9149146,0.9259393,0.7084364,-0.3091833,-1.162222,1.29307,1.113809,0.9812931,79870,67,160,165,12,12,12,12,4,2,60,10.28846,"No","No","Male","Non-black, non-hispanic","Associate's degree","Married, spouse present","Protestant","Not in MSA","Rural","North east","Biological mother and father",NA,NA,"Missing value","MSA, not central city","North east","Rural"
"887",5410,19.71,16,5,1984,27,27,68500,366,11,9,-0.212706,-0.1460516,0.5612175,-0.3926296,-0.3067318,0.1464725,-0.0032606,-0.0538442,0.2210064,50760,65,150,150,12,20,12,20,2,4,40,4.557693,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","Not in MSA","Rural","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North central","Urban"
"377",4558,11.25,13,7.230769,1982,29,23,11600,107,9,NA,-0.7369458,-0.6377274,0.5691907,-1.33061,-1.42303,-0.3576632,-0.4242826,-0.5983735,-0.0369411,29368,60,137,155,11,12,NA,12,2,7,40,5.730769,"No","No","Female","Non-black, non-hispanic","GED","Cohabiting","Protestant","MSA, central city","Urban","West","Biological mother only","Permissive",NA,"Private sector","MSA, central city","South","Urban"
"489",2718,15,9,8,1983,28,22,12500,68,11,11,-1.957706,-1.228448,-0.4421192,-1.675112,-0.1853671,-0.4195454,-1.535393,-1.48468,-0.8912674,8859,64,125,133,12,11,NA,11,4,5,38,5.365385,"Yes","No","Female","Black","High school drop-out","Single, never married","Protestant","MSA, central city","Urban","North central","Biological mother only","Permissive","Authoritarian","Private sector","MSA, not central city","North central","Urban"
"1235",3454,19.1,14,6.653846,1981,30,29,127000,798,NA,NA,1.583498,1.153956,1.11499,1.285148,-0.1438268,-0.0320536,1.493275,1.437028,1.209584,93339,73,262,255,14,16,14,16,1,5,45,0.6923077,"No","No","Male","Non-black, non-hispanic","Associate's degree","Single, never married","Protestant","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Private sector","MSA, not central city","West","Urban"
"761",2392,19.71,16,8.615385,1981,30,32,94375,428,NA,NA,1.026201,-0.4453442,0.701303,1.13991,0.6489939,1.534785,0.6338596,0.6771411,0.1361049,62250,69,150,152,17,12,17,12,4,7,40,6.480769,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Urban","North east","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North east","Urban"
"542",3187,25,20,1.173077,1983,28,25,102500,644,15,15,0.5783691,-0.2449643,0.2095484,0.0433609,-0.0519938,-0.1034973,0.3076783,0.16344,-0.0192785,58190,70,180,170,16,13,16,13,1,4,40,1.173077,"No","Yes","Male","Non-black, non-hispanic","Master's degree","Single, never married","Protestant","MSA, central city","Urban","North central","Biological mother and father","Authoritative","Authoritative","Government","MSA, central city","South","Urban"
"94",4311,15.7,12,7.653846,1981,30,12,17000,83,NA,NA,0.4145595,-1.260361,-0.654299,0.6628508,0.7630783,-0.3362577,-0.2987365,-0.2349172,-1.021436,42883,71,185,186,7,11,NA,11,9,6,40,4.038462,"No","No","Male","Hispanic","High school diploma","Married, spouse present","Protestant","MSA, central city","Urban","South","Biological mother only",NA,NA,"Private sector","MSA, central city","West","Urban"
"648",5279,29.91,16,8.673077,1980,31,27,56000,352,NA,NA,1.321608,0.5768731,0.1444514,1.160198,1.08859,0.6010968,0.9240828,0.8957061,0.3842738,82761,66,140,155,16,15,16,15,1,5,45,5.5,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","Not in MSA","Rural","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","North central","Urban"
"53",1711,5.88,12,6.230769,1980,31,18,NA,NA,NA,NA,0.3647192,0.3708423,0.797231,0.2569663,1.74441,1.095117,0.5209641,0.5002009,0.6225146,66296,71,165,160,12,12,13,12,4,11,51,0.9038461,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Missing value","MSA, not central city","Urban","South","Biological mother, other father","Authoritative","Authoritative","Private sector","MSA, not central city","West","Urban"
"38",2915,12.5,13,10.05769,1980,31,35,NA,NA,NA,NA,0.6407037,0.3218957,-0.0334783,0.1859375,-0.2345915,-0.0970766,0.4309205,0.311399,0.1534143,56898,75,300,340,18,16,18,16,3,7,40,1.153846,"No","No","Male","Black","High school diploma","Single, never married","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","North central","Urban"
"729",5224,48.08,12,11.71154,1981,30,25,53000,283,NA,NA,-0.20241,0.3878855,-0.3484823,-1.668378,-1.818659,-0.1576625,-0.1008565,-0.5131069,0.0206207,32457,70,160,165,12,12,12,12,2,2,20,10.07692,"Yes","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Rural"
"22",2483,65,12,9.807693,1983,28,24,78000,490,9,5,0.6305825,0.5552549,0.1094629,1.486199,0.7245056,-0.7162691,0.5287601,0.7777207,0.3540867,75525,70,180,200,10,12,14,12,2,4,45,0.4423077,"Yes","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Rural","North east","Biological mother, other father","Authoritative","Authoritative","Private sector","MSA, not central city","North east","Rural"
"211",8824,15,12,12.73077,1980,31,29,NA,NA,NA,NA,-0.0881514,0.1204181,-0.5795001,-0.0017057,-0.1592497,0.5727335,-0.1750399,-0.154239,-0.24521,38400,69,190,175,7,14,7,14,4,3,40,10.90385,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Missing value","MSA, central city","Urban","North east","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","North east","Urban"
"1416",4796,11,16,5.403846,1981,30,31,NA,NA,NA,NA,-0.7597072,0.3389389,-0.3095602,-1.276129,-0.3723254,-0.2698689,-0.4098858,-0.5620977,0.0152749,28103,72,170,140,12,14,12,14,1,4,16,0.6153846,"No","No","Female","Non-black, non-hispanic","Associate's degree","Cohabiting","Missing value","MSA, not central city","Urban","West","Biological mother and father",NA,NA,"Private sector","MSA, not central city","South","Rural"
"452",6424,11,16,7.980769,1982,29,33,43000,270,7,0,0.5055177,0.5813831,1.412133,-0.4051153,-0.354395,0.733856,0.8251629,0.5853142,1.062704,68572,63,145,170,12,13,12,13,4,6,40,0.8076923,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","None","Not in MSA","Urban","West","Biological mother and father","Authoritative","Authoritarian","Non-profit","MSA, not central city","South","Rural"
"588",1113,32.31,16,8.692307,1981,30,27,47500,376,NA,NA,1.486531,1.683262,1.236204,1.710261,1.362021,1.710886,1.618738,1.710889,1.556492,98827,68,165,175,12,12,12,12,0,3,50,4.519231,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Catholic","MSA, not central city","Rural","North east","Biological mother, other father",NA,NA,"Private sector","MSA, not central city","West","Urban"
